   -2.08084   -2.54386
   -0.74784   -2.34755
   -2.32365   -1.72301
    0.23154   -1.61393
   -2.07229   -1.18497
   -0.10873   -1.05352
   -1.04682   -0.94054
   -2.27956   -0.85577
    -1.0272   -0.66207
     1.5757   -0.66046
    0.83745   -0.65653
    0.79781   -0.59619
    0.75377   -0.57432
    3.09986   -0.51685
    1.55881   -0.50865
    1.08303   -0.45353
    1.53134   -0.45343
     2.6184   -0.45078
   -0.43256   -0.44093
   -0.33699   -0.41917
    2.12793   -0.36371
    1.32084   -0.35074
    1.54391   -0.34805
    0.79592    -0.3219
    1.92799   -0.31153
    1.38013   -0.29207
    3.01192    -0.2706
     1.6168   -0.12597
    2.71493   -0.09974
    3.10227     -0.084
    1.12606   -0.06336
    0.22891   -0.04996
    2.42446   -0.04297
     1.3646   -0.03457
    -0.4963   -0.02001
    -0.5113   -0.00411
    1.58594    0.13611
    0.91213    0.13959
    1.22616    0.14239
    0.12129    0.18324
   -1.68885    0.24151
    2.74746    0.25383
     1.3309     0.2619
   -0.48956    0.28579
    3.97466    0.30546
    0.57869    0.31509
    2.24708    0.34795
    0.74168     0.3763
    1.76464    0.39686
    2.54932    0.39756
    1.49902    0.41253
    3.07485     0.4182
    1.25276    0.41928
     4.2824    0.42498
    2.46698    0.42887
    1.74605    0.44437
     0.2366    0.47339
    2.20698    0.53828
    1.58475    0.57864
    1.63438    0.57964
    1.09202    0.61945
    1.87524    0.63571
    2.30724    0.64101
    2.94488    0.65942
    2.96707    0.67049
   -0.59654    0.72092
    0.49153    0.72545
    1.57348    0.72828
   -0.72286    0.74451
    0.29072    0.74583
     1.3847    0.77487
    1.07853    0.78827
    2.83445    0.79099
     0.4359    0.81018
   -0.11343    0.81639
    0.45448    0.81828
    4.26415    0.86162
    1.99436    0.89451
    0.55407    0.91226
    1.00216    0.91276
    2.02304    0.93318
    4.23598    0.95828
    0.93742    0.98251
   -2.23622    0.99643
    2.07584    0.99739
   -0.03796    1.01022
     4.7522    1.01783
    1.83645    1.02438
    2.90778    1.03935
     2.1293    1.05311
    1.19864    1.06307
     3.5539    1.07044
    0.96748    1.07058
    2.62878    1.08955
    3.15256    1.09737
    1.40061    1.12017
    1.85676     1.1315
    1.29057    1.13415
    3.10467    1.13706
    2.25485    1.14395
    1.04517    1.16863
    3.01667    1.18569
    2.19378    1.18618
    0.79186    1.18671
    4.82634    1.19577
    3.58205    1.19741
   -0.86309    1.21807
    3.34731    1.22472
    4.30788    1.22967
    2.57365    1.23445
    0.47192    1.25714
    2.56375    1.26365
    0.88213    1.28282
   -0.09278    1.29006
    2.10763    1.29337
    1.78028    1.29626
    2.17517    1.32126
    2.07409    1.32873
    2.94671    1.33069
    0.41341    1.33367
    2.00528    1.35316
    4.01865     1.3592
     3.0323    1.38764
    1.43942     1.4057
    2.84279    1.41734
    1.99938    1.41977
    0.90338    1.44412
    2.24618    1.46194
    4.85867    1.46403
    2.52569    1.47724
    1.22344    1.48327
    2.54929    1.49372
    3.83616    1.50858
    1.76847    1.51566
    3.68076    1.51811
    1.52288    1.52294
    4.40354    1.52773
    2.84297     1.5412
    1.17867    1.54293
    2.42096    1.54386
    3.99615    1.54615
    1.68224     1.5466
    2.97138    1.55129
    0.83745    1.55425
    3.02835    1.55924
    2.72616    1.56763
    2.23518    1.57187
    2.98444    1.57261
    1.49366    1.57768
    4.93919    1.57855
    2.46816      1.584
    2.60969    1.59595
    3.32598    1.60177
    2.34736    1.60832
    0.59061    1.61704
    3.87899    1.64556
    3.42615    1.65242
    0.47471     1.6529
    3.15187    1.65542
    2.26604    1.65626
     2.9844     1.6574
    1.61299    1.66549
    0.64926    1.67938
    4.42131    1.69676
    3.88544    1.70014
   -0.10774    1.71391
    3.10134    1.71624
    3.89482    1.72397
    2.02745    1.72956
    2.32965    1.73004
    0.97337    1.74702
    4.95195    1.75526
    2.77838    1.75587
    3.19094    1.76003
    0.18391    1.77109
    3.46309     1.7746
    2.67796    1.77631
    2.83871    1.79254
    1.76907    1.81829
    1.61368     1.8233
    3.26146    1.84279
    1.70223    1.84703
    2.52554    1.85916
    5.22178    1.86847
    2.31799     1.8748
    1.48317    1.88206
    1.93206    1.89129
    1.34592    1.90882
    1.85491    1.91092
    1.32567    1.91271
    3.31072    1.91836
    2.99908    1.92764
    4.69683    1.93117
    2.98238    1.93225
    4.01947    1.94624
    3.91557    1.95502
    2.68602    1.96341
   -0.91251     1.9748
    4.36645    1.98204
    0.87236    1.98766
    2.35273    1.99968
    4.89528     2.0045
    2.34942    2.02369
    2.82866    2.03188
    3.89431    2.04424
    2.03318    2.05129
    2.40135    2.05172
    5.71172    2.07076
    2.83587    2.07387
    2.05454    2.07886
    5.00595    2.07893
    4.92978    2.08017
    4.31637    2.08638
    4.17198      2.091
    3.55239    2.09558
     2.3773    2.09577
    1.69118    2.09659
    2.16604    2.09839
    1.56422     2.1033
     3.3557    2.10729
    2.85891    2.10786
    2.84422    2.12053
     4.2343    2.12484
    4.05341    2.12553
    5.18032    2.13546
     4.6564    2.14339
    2.21435    2.14752
    3.31288    2.15076
    4.19411    2.15372
    2.83615    2.15659
    3.38436    2.15954
    2.48209    2.16693
    3.66337    2.16734
    2.85714    2.17566
    2.58109    2.17739
    2.79263    2.18386
    2.48613    2.18654
    1.51059    2.18839
     2.1775    2.20612
    3.25804    2.20829
    3.04073    2.21021
    1.78827    2.21942
    4.08215    2.22469
    4.08711    2.22982
    2.38759    2.23142
    2.43918    2.23348
    1.23948    2.24461
    1.83952     2.2459
    3.33871    2.24806
    3.78385    2.25415
    3.62899    2.25788
    2.19778    2.27065
    2.85379    2.27163
    3.76544    2.27403
    3.93162    2.27747
    4.41063    2.28006
    4.91077    2.28743
     3.2572    2.29128
    2.47098     2.2944
    4.60452    2.29998
    2.63942    2.30166
    4.64938      2.303
    3.02659    2.30376
    3.56902     2.3063
    2.22047    2.31099
    4.26545    2.31305
    2.46849    2.31403
    3.83147    2.31509
    1.46101    2.31611
    1.38979    2.32365
    2.94869     2.3361
    0.35389    2.34161
    2.41201    2.34595
    1.53296    2.34819
    3.47854    2.35619
     4.7424    2.35731
    4.59734    2.36224
    3.46266    2.36281
     2.0976    2.36341
    0.25203    2.36366
    3.85986    2.36395
    3.59337    2.38673
    6.19352    2.39885
    4.04429    2.40018
    4.60846    2.41177
    2.96949    2.41188
     1.2514    2.41787
    3.49963    2.42473
    5.15581    2.42573
    4.24756    2.42694
    1.46884    2.43243
    3.75036    2.44158
    2.83323    2.44334
    3.85076    2.45388
    0.47116    2.45408
    0.65928    2.47124
    4.53655    2.47475
    1.94611    2.47574
     5.1468    2.48107
    2.06756    2.48249
    3.36681    2.48386
    1.79453     2.4971
    3.78187    2.52951
    3.58977    2.52962
    5.39919    2.53025
    2.35558     2.5328
    4.88345    2.54548
    2.67082    2.55078
    2.66702    2.55339
    2.96394     2.5569
     2.3512    2.55786
    4.00679    2.56998
    2.97623    2.57186
    1.17631    2.57308
    1.66482    2.59635
    1.10478    2.59683
     4.0686    2.59973
    3.06549    2.60099
    2.37352    2.60444
    3.38355    2.60917
    3.18022    2.61065
    3.88506    2.61905
    2.89609    2.61969
    3.49305    2.63465
    5.12212    2.63527
    2.04209    2.64232
    4.40833    2.64525
     2.4141    2.65225
    4.40104    2.65735
     4.5364    2.66771
    2.87797    2.67736
    2.66205    2.67738
    1.30666    2.69959
    2.19609    2.70373
    4.91578     2.7041
    1.27621    2.70511
    3.12468    2.70772
    1.97195    2.71354
    3.22756    2.72687
     1.6005    2.73394
    4.03205    2.75721
    2.78066    2.75822
    2.02111    2.76435
    4.42383    2.77297
     2.7444    2.78036
    4.11968     2.7901
    3.97114    2.79054
    1.37678    2.79461
    3.50799    2.79527
    4.38728    2.80135
    4.58688    2.80439
    4.50414    2.80862
    1.95704    2.81788
    2.64275    2.83766
    2.75263    2.83767
    1.77221    2.83816
    2.60708    2.84666
    3.68913    2.85865
     2.2885    2.86112
    3.76979    2.86632
    3.71456     2.8672
    4.69814    2.86909
    3.23116    2.87002
    2.25223    2.87595
    3.94476    2.87833
     2.8285    2.87902
    3.76886    2.88349
      0.715    2.88469
     3.2654    2.89381
    3.52169    2.89954
    3.71453    2.90059
    3.05245    2.90884
    2.18714     2.9168
    2.28633    2.91868
