  -2.54386     -2.08084
  -2.34755     -0.74784
  -1.72301     -2.32365
  -1.61393      0.23154
  -1.18497     -2.07229
  -1.05352     -0.10873
  -0.94054     -1.04682
  -0.85577     -2.27956
  -0.66207     -1.02720
  -0.66046      1.57570
  -0.65653      0.83745
  -0.59619      0.79781
  -0.57432      0.75377
  -0.51685      3.09986
  -0.50865      1.55881
  -0.45353      1.08303
  -0.45343      1.53134
  -0.45078      2.61840
  -0.44093     -0.43256
  -0.41917     -0.33699
  -0.36371      2.12793
  -0.35074      1.32084
  -0.34805      1.54391
  -0.32190      0.79592
  -0.31153      1.92799
  -0.29207      1.38013
  -0.27060      3.01192
  -0.12597      1.61680
  -0.09974      2.71493
  -0.08400      3.10227
  -0.06336      1.12606
  -0.04996      0.22891
  -0.04297      2.42446
  -0.03457      1.36460
  -0.02001     -0.49630
  -0.00411     -0.51130
   0.13611      1.58594
   0.13959      0.91213
   0.14239      1.22616
   0.18324      0.12129
   0.24151     -1.68885
   0.25383      2.74746
   0.26190      1.33090
   0.28579     -0.48956
   0.30546      3.97466
   0.31509      0.57869
   0.34795      2.24708
   0.37630      0.74168
   0.39686      1.76464
   0.39756      2.54932
   0.41253      1.49902
   0.41820      3.07485
   0.41928      1.25276
   0.42498      4.28240
   0.42887      2.46698
   0.44437      1.74605
   0.47339      0.23660
   0.53828      2.20698
   0.57864      1.58475
   0.57964      1.63438
   0.61945      1.09202
   0.63571      1.87524
   0.64101      2.30724
   0.65942      2.94488
   0.67049      2.96707
   0.72092     -0.59654
   0.72545      0.49153
   0.72828      1.57348
   0.74451     -0.72286
   0.74583      0.29072
   0.77487      1.38470
   0.78827      1.07853
   0.79099      2.83445
   0.81018      0.43590
   0.81639     -0.11343
   0.81828      0.45448
   0.86162      4.26415
   0.89451      1.99436
   0.91226      0.55407
   0.91276      1.00216
   0.93318      2.02304
   0.95828      4.23598
   0.98251      0.93742
   0.99643     -2.23622
   0.99739      2.07584
   1.01022     -0.03796
   1.01783      4.75220
   1.02438      1.83645
   1.03935      2.90778
   1.05311      2.12930
   1.06307      1.19864
   1.07044      3.55390
   1.07058      0.96748
   1.08955      2.62878
   1.09737      3.15256
   1.12017      1.40061
   1.13150      1.85676
   1.13415      1.29057
   1.13706      3.10467
   1.14395      2.25485
   1.16863      1.04517
   1.18569      3.01667
   1.18618      2.19378
   1.18671      0.79186
   1.19577      4.82634
   1.19741      3.58205
   1.21807     -0.86309
   1.22472      3.34731
   1.22967      4.30788
   1.23445      2.57365
   1.25714      0.47192
   1.26365      2.56375
   1.28282      0.88213
   1.29006     -0.09278
   1.29337      2.10763
   1.29626      1.78028
   1.32126      2.17517
   1.32873      2.07409
   1.33069      2.94671
   1.33367      0.41341
   1.35316      2.00528
   1.35920      4.01865
   1.38764      3.03230
   1.40570      1.43942
   1.41734      2.84279
   1.41977      1.99938
   1.44412      0.90338
   1.46194      2.24618
   1.46403      4.85867
   1.47724      2.52569
   1.48327      1.22344
   1.49372      2.54929
   1.50858      3.83616
   1.51566      1.76847
   1.51811      3.68076
   1.52294      1.52288
   1.52773      4.40354
   1.54120      2.84297
   1.54293      1.17867
   1.54386      2.42096
   1.54615      3.99615
   1.54660      1.68224
   1.55129      2.97138
   1.55425      0.83745
   1.55924      3.02835
   1.56763      2.72616
   1.57187      2.23518
   1.57261      2.98444
   1.57768      1.49366
